Season,Team,Date,Venue,xG,xGA,npxG,npxGA,PPDA,PPDA_Allowed,DeepCompletions,DeepCompletionsAllowed,GoalsScored,GoalsConceded,Result,Points,ExpectedPoints
2016,Everton,2016-08-13 18:00:00,Home,0.790063,1.12348,0.790063,1.12348,7.419354838709677,5.411764705882353,5,8,1,1,d,1,1.0261
2016,Everton,2016-08-20 18:00:00,Away,1.83897,2.01885,1.83897,2.01885,4.857142857142857,11.88888888888889,8,7,2,1,w,3,1.2924
2016,Everton,2016-08-27 18:00:00,Home,2.31835,0.187415,1.55718,0.187415,7.137931034482759,11.16,9,9,1,0,w,3,2.812
2016,Everton,2016-09-12 23:00:00,Away,2.84526,1.0404,2.84526,1.0404,4.88,16.956521739130434,4,3,3,0,w,3,2.4920999999999998
2016,Everton,2016-09-17 20:30:00,Home,1.17467,0.178081,1.17467,0.178081,24.23076923076923,9.472222222222221,8,1,3,1,w,3,2.3583
2016,Everton,2016-09-24 18:00:00,Away,1.15724,0.693594,1.15724,0.693594,8.25925925925926,8.571428571428571,4,4,0,1,l,0,1.7852999999999999
2016,Everton,2016-09-30 23:00:00,Home,1.1542,0.47692,1.1542,0.47692,5.08,11.1875,8,6,1,1,d,1,1.9776999999999998
2016,Everton,2016-10-15 18:00:00,Away,0.144498,2.69208,0.144498,1.16978,24.416666666666668,5.9,1,23,1,1,d,1,0.0373
2016,Everton,2016-10-22 18:00:00,Away,0.752795,0.905579,0.752795,0.905579,8.9375,8.875,5,2,1,2,l,0,1.1068000000000002
2016,Everton,2016-10-30 17:30:00,Home,2.0087,0.944816,2.0087,0.944816,11.761904761904763,10.9,5,6,2,0,w,3,2.1778
2016,Everton,2016-11-05 21:30:00,Away,0.0131321,1.94078,0.0131321,1.94078,13.357142857142858,13.047619047619047,1,12,0,5,l,0,0.10049999999999999
2016,Everton,2016-11-19 19:00:00,Home,1.54877,1.07471,1.54877,0.31354,5.64,12.95,2,3,1,1,d,1,1.7591
2016,Everton,2016-11-27 20:30:00,Away,0.615174,2.80562,0.615174,2.80562,8.576923076923077,6.428571428571429,8,8,0,1,l,0,0.17220000000000002
2016,Everton,2016-12-04 20:00:00,Home,1.64985,0.541299,0.888683,0.541299,8.333333333333334,6.642857142857143,2,6,1,1,d,1,2.3563
2016,Everton,2016-12-10 16:30:00,Away,1.09675,1.49271,1.09675,1.49271,8.85,8.0,8,6,2,3,l,0,1.0327000000000002
2016,Everton,2016-12-13 23:45:00,Home,1.46034,1.3508,1.46034,1.3508,11.458333333333334,6.074074074074074,3,15,2,1,w,3,1.4270999999999998
2016,Everton,2016-12-20 00:00:00,Home,0.456788,1.87823,0.456788,1.87823,14.571428571428571,5.761904761904762,1,17,0,1,l,0,0.3264
2016,Everton,2016-12-26 15:00:00,Away,1.25512,0.377464,1.25512,0.377464,9.764705882352942,10.73076923076923,4,6,2,0,w,3,2.1938
2016,Everton,2016-12-31 00:00:00,Away,1.27757,0.852585,1.27757,0.852585,7.642857142857143,12.0,9,4,2,2,d,1,1.7003
2016,Everton,2017-01-02 15:00:00,Home,2.34997,1.01083,1.5888,1.01083,11.0,5.394736842105263,11,4,3,0,w,3,2.393
2016,Everton,2017-01-15 17:30:00,Home,0.572528,0.569286,0.572528,0.569286,17.0,5.6521739130434785,4,10,4,0,w,3,1.2993000000000001
2016,Everton,2017-01-21 18:00:00,Away,0.949561,0.463733,0.949561,0.463733,12.4,12.941176470588236,6,6,1,0,w,3,1.7577
2016,Everton,2017-02-01 23:00:00,Away,0.870158,1.7362,0.870158,1.7362,13.933333333333334,8.53125,3,8,1,1,d,1,0.6706
2016,Everton,2017-02-04 15:00:00,Home,2.75981,2.1501,2.75981,2.1501,24.5,11.08,4,12,6,3,w,3,1.7635999999999998
2016,Everton,2017-02-11 15:00:00,Away,0.831644,0.651056,0.831644,0.651056,7.243243243243243,13.851851851851851,8,5,0,0,d,1,1.4974
2016,Everton,2017-02-25 15:00:00,Home,1.70366,0.505952,1.70366,0.505952,5.9523809523809526,17.88235294117647,3,2,2,0,w,3,2.2771
2016,Everton,2017-03-05 13:30:00,Away,0.808013,1.70225,0.808013,1.70225,9.52,11.0,2,3,2,3,l,0,0.7064
2016,Everton,2017-03-11 15:00:00,Home,2.17521,0.127321,2.17521,0.127321,9.722222222222221,17.263157894736842,4,2,3,0,w,3,2.8124000000000002
2016,Everton,2017-03-18 15:00:00,Home,2.63141,0.528692,2.63141,0.528692,10.0,12.3,10,3,4,0,w,3,2.7099
2016,Everton,2017-04-01 12:30:00,Away,1.44152,0.625343,1.44152,0.625343,10.857142857142858,6.75,5,3,1,3,l,0,2.1212000000000004
2016,Everton,2017-04-04 20:00:00,Away,0.589122,1.67424,0.589122,0.913066,15.333333333333334,7.846153846153846,4,14,1,1,d,1,0.4839
2016,Everton,2017-04-09 16:00:00,Home,2.64597,0.836095,2.64597,0.836095,9.0,13.652173913043478,7,1,4,2,w,3,2.5869
2016,Everton,2017-04-15 15:00:00,Home,1.67352,1.1469,1.67352,0.385733,5.04,10.375,7,5,3,1,w,3,1.7351
2016,Everton,2017-04-22 15:00:00,Away,0.104476,0.668323,0.104476,0.668323,7.416666666666667,14.041666666666666,2,2,0,0,d,1,0.6293
2016,Everton,2017-04-30 14:05:00,Home,0.684516,1.81945,0.684516,1.81945,9.52,16.1875,2,9,0,3,l,0,0.5084
2016,Everton,2017-05-06 17:30:00,Away,0.270186,2.09244,0.270186,2.09244,10.526315789473685,23.6,5,4,0,1,l,0,0.1273
2016,Everton,2017-05-12 19:45:00,Home,1.12984,1.54861,1.12984,1.54861,7.285714285714286,14.65,5,7,1,0,w,3,1.006
2016,Everton,2017-05-21 15:00:00,Away,1.8831,3.35075,1.12193,3.35075,15.125,12.411764705882353,10,15,1,3,l,0,0.5574
2016,Bournemouth,2016-08-14 16:30:00,Home,0.522847,1.91105,0.522847,1.91105,14.625,10.52,3,4,1,3,l,0,0.3234
2016,Bournemouth,2016-08-21 19:00:00,Away,0.39341,1.69288,0.39341,1.69288,7.478260869565218,7.4411764705882355,7,13,0,1,l,0,0.366
2016,Bournemouth,2016-08-27 18:00:00,Away,0.974014,2.659,0.974014,1.89783,12.947368421052632,4.882352941176471,8,12,1,1,d,1,0.3696
2016,Bournemouth,2016-09-10 18:00:00,Home,0.986511,1.48347,0.986511,1.48347,6.842105263157895,10.666666666666666,8,4,1,0,w,3,0.8984000000000001
2016,Bournemouth,2016-09-17 18:00:00,Away,0.389672,3.38733,0.389672,3.38733,21.2,4.395348837209302,2,16,0,4,l,0,0.0366
2016,Bournemouth,2016-09-24 18:00:00,Home,0.693594,1.15724,0.693594,1.15724,8.571428571428571,8.25925925925926,4,4,1,0,w,3,0.9029999999999999
2016,Bournemouth,2016-10-01 18:00:00,Away,1.35487,1.23419,1.35487,1.23419,9.0,6.464285714285714,2,12,2,2,d,1,1.4458000000000002
2016,Bournemouth,2016-10-15 18:00:00,Home,2.92532,0.388589,2.16415,0.388589,7.472222222222222,16.647058823529413,11,1,6,1,w,3,2.8351
2016,Bournemouth,2016-10-22 15:30:00,Home,0.523371,0.74529,0.523371,0.74529,11.24,5.464285714285714,3,11,0,0,d,1,1.0949
2016,Bournemouth,2016-10-29 18:00:00,Away,1.54599,1.44317,1.54599,1.44317,9.904761904761905,9.791666666666666,14,6,0,2,l,0,1.4223000000000001
2016,Bournemouth,2016-11-05 19:00:00,Home,2.6457,1.13672,2.6457,0.375547,4.3,10.208333333333334,24,6,1,2,l,0,2.382
2016,Bournemouth,2016-11-19 19:00:00,Away,1.24012,1.60429,1.24012,0.843118,6.035714285714286,6.541666666666667,4,8,1,0,w,3,1.0476
2016,Bournemouth,2016-11-27 18:15:00,Away,2.0491,2.8697,1.28793,2.8697,12.38888888888889,8.074074074074074,6,21,1,3,l,0,0.8546999999999999
2016,Bournemouth,2016-12-04 17:30:00,Home,2.54396,1.26532,1.78279,1.26532,16.263157894736842,6.967741935483871,6,7,4,3,w,3,2.4191000000000003
2016,Bournemouth,2016-12-10 19:00:00,Away,1.00194,2.15178,1.00194,2.15178,3.6363636363636362,12.61111111111111,6,9,2,3,l,0,0.5172
2016,Bournemouth,2016-12-13 23:45:00,Home,0.64118,1.6751,0.64118,1.6751,7.444444444444445,10.851851851851851,4,10,1,0,w,3,0.5264
2016,Bournemouth,2016-12-18 17:30:00,Home,0.492912,1.69451,0.492912,1.69451,12.818181818181818,8.391304347826088,5,10,1,3,l,0,0.3379
2016,Bournemouth,2016-12-26 19:00:00,Away,0.650942,1.71303,0.650942,0.95186,9.565217391304348,13.37037037037037,5,9,0,3,l,0,0.48579999999999995
2016,Bournemouth,2016-12-31 19:00:00,Away,2.43608,0.515218,2.43608,0.515218,12.25,12.555555555555555,9,4,3,0,w,3,2.6917
