Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomePoints,AwayPoints,HomeLast5Points,AwayLast5Points,HomeLast5HomePoints,AwayLast5AwayPoints,HomeWinRateLastHome,AwayWinRateLastAway,HomeAvgGoalsScoredLast5,HomeAvgGoalsConcededLast5,AwayAvgGoalsScoredLast5,AwayAvgGoalsConcededLast5,HomeAvgShotsLast5,AwayAvgShotsLast5,HomeAvgShotsOnTargetLast5,AwayAvgShotsOnTargetLast5,HomeAvgShotsConcededLast5,AwayAvgShotsConcededLast5,HomeXG,AwayXG,HomeAvgXGLast5,HomeAvgXGConcededLast5,AwayAvgXGLast5,AwayAvgXGConcededLast5,HomeSquadValueEur,AwaySquadValueEur,HomeTransfersIn,HomeTransfersOut,HomeNetTransferSpendEur,AwayTransfersIn,AwayTransfersOut,AwayNetTransferSpendEur,HomeTablePosition,AwayTablePosition,TablePointsGap,HomeDaysRest,AwayDaysRest,H2HHomeTeamWinRate,H2HAwayTeamWinRate,H2HDrawRate,H2HMatchesPlayed,HomeAvgSecondHalfGoalsScoredLast5,HomeAvgSecondHalfGoalsConcededLast5,AwayAvgSecondHalfGoalsScoredLast5,AwayAvgSecondHalfGoalsConcededLast5,HomeElo,AwayElo,EloDifference,HomeTeamOverallElo,AwayTeamOverallElo,OverallEloDifference
E0,2015-03-04,Stoke,Everton,2.0,0.0,H,1.0,0.0,H,11.0,10.0,3.0,5.0,11.0,14.0,5.0,6.0,2.0,2.0,0.0,0.0,3,0,10,3,10,3,0.5,0.2,1.0,1.0,0.6,1.6,10.0,9.4,3.2,2.6,9.8,15.6,1.03921,0.418315,0.7698902000000001,0.9369215999999998,0.893097,1.4344100000000002,82500000.0,115400000.0,0,0,0.0,4,2,40160000.0,10,14,11,4,3,1.0,0.0,0.0,1,0.6,0.4,0.2,0.8,1498.9896832562363,1479.4781102416598,19.51157301457647,1501.3231993442892,1490.6955700253397,10.627629318949403
E0,2015-03-04,West Ham,Chelsea,0.0,1.0,A,0.0,1.0,A,18.0,12.0,5.0,3.0,10.0,10.0,5.0,4.0,3.0,4.0,0.0,0.0,0,3,3,10,5,10,0.5,0.5,0.6,1.4,2.6,1.4,8.0,14.8,2.6,6.0,23.2,10.4,1.46324,2.38358,0.7815068000000001,2.25182,1.8646596,0.737308,83350000.0,156650000.0,4,0,27250000.0,9,7,-34760000.0,10,1,-21,4,11,0.0,1.0,0.0,1,0.2,1.2,1.0,0.6,1511.3627866609668,1537.0037045582897,-25.64091789732288,1504.2901744864585,1555.4507147794482,-51.16054029298971
E0,2015-03-04,QPR,Arsenal,1.0,2.0,A,0.0,0.0,D,10.0,20.0,3.0,9.0,10.0,8.0,1.0,6.0,2.0,1.0,0.0,0.0,0,3,3,9,5,9,0.4,0.5,1.2,1.8,1.4,1.2,14.8,12.0,4.0,4.6,16.0,16.8,0.318849,2.1651,1.0976602,1.6027217999999999,1.7235162000000002,1.5248272,27100000.0,171750000.0,0,1,0.0,6,1,66730000.0,18,3,-29,11,3,0.0,1.0,0.0,1,0.2,0.6,0.2,1.0,1502.2657867505382,1508.3589410704728,-6.093154319934683,1465.1957622495192,1530.587144725679,-65.39138247615983
E0,2015-03-04,Newcastle,Man United,0.0,1.0,A,0.0,0.0,D,9.0,11.0,2.0,5.0,6.0,14.0,4.0,1.0,1.0,2.0,0.0,0.0,0,3,4,6,8,6,0.6,0.3,1.0,2.2,1.0,0.8,8.8,12.6,3.2,4.6,10.8,12.4,1.19246,1.68865,0.5093654,1.5980342,1.4870324,1.0266366,95750000.0,313800000.0,4,2,11900000.0,8,3,72250000.0,11,4,-15,4,4,0.0,1.0,0.0,1,0.6,1.0,0.6,0.4,1502.665797748242,1502.4910011059987,0.17479664224333646,1490.8316151293643,1528.2925179282308,-37.46090279886653
E0,2015-03-04,Man City,Leicester,2.0,0.0,H,1.0,0.0,H,22.0,6.0,9.0,2.0,11.0,3.0,10.0,3.0,0.0,1.0,0.0,0.0,3,0,8,5,8,5,0.7,0.1,2.0,1.2,1.4,1.8,11.8,10.0,4.2,2.8,12.0,16.6,2.91599,0.217043,1.5562402000000002,1.1636754,0.8900762,1.93415,186650000.0,45900000.0,3,1,17500000.0,0,0,0.0,2,20,37,3,10,1.0,0.0,0.0,1,0.8,0.6,1.2,0.4,1526.599091003495,1461.5198120199066,65.07927898358844,1539.6098622477066,1473.46751854559,66.14234370211648
E0,2015-03-04,Liverpool,Burnley,2.0,0.0,H,1.0,0.0,H,20.0,9.0,8.0,1.0,8.0,14.0,6.0,5.0,0.0,1.0,0.0,0.0,3,0,13,3,13,3,0.5,0.1,1.2,0.0,1.4,2.2,13.2,12.6,4.4,3.8,11.0,12.0,1.30453,0.319239,1.3011236,0.5608700000000001,1.2659632,1.538616,135100000.0,60300000.0,9,4,24210000.0,0,0,0.0,6,19,26,3,4,1.0,0.0,0.0,1,0.6,0.0,1.0,0.4,1533.6480752285897,1466.5208062696056,67.12726895898413,1526.4340751573964,1467.3337001303203,59.1003750270761
E0,2015-03-07,QPR,Tottenham,1.0,2.0,A,0.0,1.0,A,17.0,13.0,6.0,6.0,15.0,12.0,3.0,5.0,1.0,2.0,0.0,0.0,0,3,3,9,2,9,0.4,0.5,1.2,1.8,2.0,1.4,14.8,11.0,4.0,4.2,16.0,17.4,1.49775,2.62405,1.0976602,1.6027217999999999,1.2128299999999999,1.916835,27100000.0,186700000.0,0,1,0.0,2,2,7550000.0,18,7,-25,3,3,0.0,1.0,0.0,1,0.2,0.6,1.0,1.2,1494.5841786245498,1512.6958235638065,-18.11164493925662,1461.354958186525,1517.4519249145287,-56.096966728003736
E0,2015-03-14,Arsenal,West Ham,3.0,0.0,H,1.0,0.0,H,19.0,7.0,9.0,1.0,10.0,9.0,7.0,5.0,1.0,1.0,0.0,0.0,3,0,9,3,15,3,0.8,0.2,1.4,1.2,0.6,1.4,11.8,8.0,5.0,2.6,16.0,23.2,3.19619,0.478172,1.4847641999999999,1.3669170000000002,0.7815068000000001,2.25182,171750000.0,83350000.0,6,1,66730000.0,4,0,27250000.0,3,10,15,10,10,1.0,0.0,0.0,1,0.6,1.0,0.2,1.2,1552.8153483808853,1497.2175623119501,55.59778606893519,1534.4279487886733,1503.2504480662112,31.177500722462128
E0,2015-03-14,Burnley,Man City,1.0,0.0,H,0.0,0.0,D,10.0,21.0,4.0,5.0,6.0,9.0,2.0,6.0,2.0,1.0,0.0,0.0,3,0,2,8,4,8,0.3,0.5,1.0,2.2,2.0,1.2,12.0,11.8,3.4,4.2,12.6,12.0,0.242058,1.2576,1.137368,1.5223499999999999,1.5562402000000002,1.1636754,60300000.0,186650000.0,0,0,0.0,3,1,17500000.0,19,2,-36,10,10,0.0,0.0,1.0,1,0.6,0.6,0.8,0.6,1468.1465939910352,1552.6206334919184,-84.47403950088324,1464.1979415998499,1542.0344564902991,-77.83651489044928
E0,2015-03-14,Crystal Palace,QPR,3.0,1.0,H,3.0,0.0,H,15.0,11.0,4.0,4.0,17.0,16.0,6.0,3.0,1.0,3.0,0.0,0.0,3,0,10,3,4,3,0.2,0.1,1.4,0.8,1.2,1.8,10.4,14.8,2.8,4.0,17.0,16.0,2.20095,0.266048,0.6709178,1.352964,1.0976602,1.6027217999999999,100250000.0,27100000.0,1,1,-1800000.0,0,1,0.0,12,19,8,11,7,0.0,0.0,1.0,1,1.0,0.4,0.2,0.6,1476.259401024482,1428.1257377485001,48.13366327598192,1491.4686959111082,1457.9266186298337,33.54207728127449
E0,2015-03-14,Leicester,Hull,0.0,0.0,D,0.0,0.0,D,15.0,12.0,3.0,5.0,10.0,15.0,7.0,5.0,0.0,4.0,0.0,1.0,1,1,2,4,3,4,0.2,0.1,1.2,2.2,0.8,1.4,10.4,8.4,2.8,2.6,17.4,14.6,0.53913,1.0475,0.8974594,2.17272,0.6306524,1.3428124000000001,45900000.0,48900000.0,0,0,0.0,2,1,6750000.0,20,15,-9,10,11,1.0,0.0,0.0,1,1.2,0.6,0.4,1.2,1485.4152250712737,1475.1726594642694,10.24256560700428,1471.0429243029976,1481.261042313246,-10.218118010248418
E0,2015-03-14,Sunderland,Aston Villa,0.0,4.0,A,0.0,4.0,A,12.0,14.0,2.0,8.0,10.0,9.0,2.0,5.0,1.0,1.0,0.0,0.0,0,3,2,0,4,0,0.1,0.1,1.0,1.8,0.0,2.0,6.0,11.2,3.0,2.6,23.6,11.0,0.472898,1.50195,0.7645546000000001,2.1716574,0.7867408,1.4485386,85600000.0,76800000.0,1,3,1900000.0,0,1,0.0,16,18,1,11,11,0.0,0.0,1.0,1,0.6,1.4,0.0,1.0,1467.1105968624652,1446.80352413664,20.307072725825265,1477.6361117870915,1458.669534965878,18.966576821213494
E0,2015-03-14,West Brom,Stoke,1.0,0.0,H,1.0,0.0,H,14.0,9.0,5.0,2.0,7.0,16.0,7.0,5.0,1.0,2.0,0.0,0.0,3,0,4,10,9,10,0.4,0.4,0.8,1.0,1.0,1.0,7.8,10.0,2.0,3.2,13.2,9.8,0.958807,0.198751,0.9772563999999999,1.2692876,0.7698902000000001,0.9369215999999998,126250000.0,82500000.0,0,2,0.0,0,0,0.0,13,8,-12,11,10,0.0,1.0,0.0,1,0.4,0.2,0.6,0.4,1495.1755481150537,1503.6567154323423,-8.48116731728851,1480.2602824466633,1504.0485116225286,-23.788229175865354
E0,2015-03-15,Man United,Tottenham,3.0,0.0,H,3.0,0.0,H,11.0,5.0,3.0,1.0,12.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,3,0,8,9,12,9,0.8,0.6,1.2,0.8,2.0,1.4,13.0,11.6,4.6,4.6,12.4,17.8,1.02781,0.206431,1.3725024,1.0875286,1.5914355999999998,1.880733,313800000.0,186700000.0,8,3,72250000.0,2,2,7550000.0,4,6,3,11,8,0.0,0.0,1.0,1,0.8,0.4,1.0,1.2,1554.094034750463,1519.552502677189,34.541532073273856,1532.1086393034575,1520.88026447122,11.228374832237478
E0,2015-03-15,Chelsea,Southampton,1.0,1.0,D,1.0,1.0,D,22.0,12.0,7.0,5.0,10.0,11.0,9.0,2.0,3.0,3.0,0.0,0.0,1,1,10,12,11,12,0.8,0.5,2.4,1.4,1.4,0.6,14.2,11.0,5.4,3.4,11.4,11.2,3.19317,1.82802,2.0504116,0.9476222,0.887145,0.9095978,156650000.0,135000000.0,9,7,-34760000.0,3,4,-100030000.0,1,7,14,11,12,0.0,0.0,1.0,1,0.8,0.6,1.0,0.2,1573.8977250006067,1517.4530261472623,56.444698853344335,1556.4904411996954,1518.0414861133659,38.44895508632953
E0,2015-03-15,Everton,Newcastle,3.0,0.0,H,1.0,0.0,H,15.0,12.0,9.0,4.0,11.0,9.0,3.0,4.0,1.0,2.0,0.0,1.0,3,0,3,4,4,4,0.3,0.3,0.2,1.4,1.0,2.2,9.6,8.8,3.2,3.2,15.2,10.8,2.25807,0.809194,0.7621179999999999,1.299562,0.5093654,1.5980342,115400000.0,95750000.0,4,2,40160000.0,4,2,11900000.0,14,11,-7,11,11,0.0,1.0,0.0,1,0.0,0.6,0.6,1.0,1501.91302980902,1478.9974325104865,22.915597298533385,1487.9702577471007,1487.0154937541377,0.9547639929630805
E0,2015-03-16,Swansea,Liverpool,0.0,1.0,A,0.0,0.0,D,10.0,16.0,3.0,5.0,13.0,16.0,4.0,5.0,0.0,3.0,0.0,0.0,0,3,7,13,8,13,0.5,0.6,1.0,1.2,1.2,0.0,11.8,13.2,3.4,4.4,16.6,11.0,0.438751,1.69506,0.9042986,1.7017361999999998,1.3011236,0.5608700000000001,45990000.0,135100000.0,3,2,-2550000.0,9,4,24210000.0,9,5,-11,12,12,0.0,1.0,0.0,1,0.8,0.8,0.6,0.0,1524.5985460897123,1519.220075086203,5.378471003509276,1501.6990667987757,1529.5698336878668,-27.8707668890911
E0,2015-03-21,West Ham,Sunderland,1.0,0.0,H,0.0,0.0,D,15.0,7.0,4.0,3.0,14.0,11.0,6.0,4.0,0.0,1.0,0.0,0.0,3,0,3,2,5,2,0.4,0.2,0.6,1.6,1.0,1.8,8.2,6.0,2.8,3.0,21.4,23.6,0.99619,0.536562,0.7852532,2.17753,0.7645546000000001,2.1716574,83350000.0,85600000.0,4,0,27250000.0,1,3,1900000.0,10,17,13,7,7,0.0,0.0,1.0,1,0.2,1.4,0.6,1.4,1509.2833338204723,1488.161626711718,21.121707108754208,1499.7697140265464,1470.2432283632813,29.52648566326502
E0,2015-03-21,Aston Villa,Swansea,0.0,1.0,A,0.0,0.0,D,12.0,9.0,3.0,6.0,13.0,9.0,4.0,9.0,0.0,0.0,0.0,0.0,0,3,3,7,4,7,0.2,0.3,0.8,1.8,1.0,1.2,11.8,11.8,3.6,3.4,12.0,16.6,0.762371,1.90437,0.8039748,1.4228245999999998,0.9042986,1.7017361999999998,76800000.0,45990000.0,0,1,0.0,3,2,-2550000.0,16,10,-12,7,5,0.0,1.0,0.0,1,0.0,1.0,0.8,0.8,1470.5355457951164,1478.7995875078393,-8.264041712722928,1466.0624183896884,1498.4456958634419,-32.383277473753424
E0,2015-03-21,Man City,West Brom,3.0,0.0,H,2.0,0.0,H,43.0,3.0,16.0,0.0,6.0,5.0,9.0,2.0,0.0,0.0,0.0,1.0,3,0,5,4,10,4,0.7,0.1,1.4,1.2,0.8,1.0,14.2,7.8,4.2,2.0,10.4,13.2,4.90913,0.775158,1.3873122000000002,0.683203,0.9772563999999999,1.2692876,186650000.0,126250000.0,3,1,17500000.0,0,2,0.0,2,13,25,7,7,1.0,0.0,0.0,1,0.8,0.6,0.4,0.2,1531.4482794886799,1465.3450167782728,66.10326271040708,1536.1340764775432,1485.2270920582591,50.90698441928407
E0,2015-03-21,Newcastle,Arsenal,1.0,2.0,A,0.0,2.0,A,16.0,7.0,4.0,3.0,11.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,0,3,4,9,5,9,0.5,0.5,0.8,2.2,1.4,1.2,9.6,11.8,3.2,5.0,12.0,16.0,1.0068,0.754782,0.46490220000000004,1.6773542,1.4847641999999999,1.3669170000000002,95750000.0,171750000.0,4,2,11900000.0,6,1,66730000.0,11,3,-22,6,7,0.0,1.0,0.0,1,0.4,1.2,0.6,1.0,1495.0335549977888,1516.0405491964611,-21.006994198672373,1480.535280413757,1537.9086828283382,-57.37340241458128
E0,2015-03-21,Southampton,Burnley,2.0,0.0,H,1.0,0.0,H,20.0,15.0,3.0,3.0,10.0,7.0,10.0,5.0,0.0,0.0,0.0,0.0,3,0,10,2,7,2,0.4,0.1,1.0,0.6,1.0,2.2,10.8,12.0,3.2,3.4,13.4,12.6,1.92097,1.05022,0.992173,1.4723424,1.137368,1.5223499999999999,135000000.0,60300000.0,3,4,-100030000.0,0,0,0.0,6,18,25,6,7,0.0,1.0,0.0,1,0.6,0.0,0.6,0.6,1518.6299460794694,1460.2492892086648,58.380656870804614,1519.904961193709,1470.0983216126058,49.80663958110313
E0,2015-03-21,Stoke,Crystal Palace,1.0,2.0,A,1.0,2.0,A,17.0,12.0,4.0,3.0,15.0,14.0,8.0,4.0,3.0,4.0,0.0,0.0,0,3,7,10,10,10,0.5,0.3,0.8,1.2,1.4,0.8,9.4,10.4,3.2,2.8,9.4,17.0,2.07851,2.14974,0.5305364,0.926825,0.6709178,1.352964,82500000.0,100250000.0,0,0,0.0,1,1,-1800000.0,10,12,9,7,7,0.0,0.0,1.0,1,0.6,0.4,1.0,0.4,1504.4403078127148,1506.6779907977343,-2.2376829850195463,1499.0817020109325,1495.2637089601308,3.8179930508017605
E0,2015-03-21,Tottenham,Leicester,4.0,3.0,H,2.0,1.0,H,10.0,14.0,4.0,5.0,8.0,9.0,4.0,4.0,2.0,1.0,0.0,0.0,3,0,6,2,13,2,0.6,0.1,1.6,1.8,1.2,2.2,11.0,10.4,4.2,2.8,15.6,17.4,2.82935,2.722,1.3612838,1.791693,0.8974594,2.17272,186700000.0,45900000.0,2,2,7550000.0,0,0,0.0,7,20,31,6,7,1.0,0.0,0.0,1,0.8,1.0,1.2,0.6,1522.2080262652507,1456.6706235347217,65.53740273052904,1516.0966503164175,1470.6230370359249,45.4736132804926
E0,2015-03-22,Liverpool,Man United,1.0,2.0,A,0.0,1.0,A,7.0,6.0,1.0,4.0,14.0,17.0,2.0,3.0,2.0,2.0,1.0,0.0,0,3,13,8,13,8,0.6,0.4,1.2,0.0,1.2,0.8,14.4,13.0,4.8,4.6,9.8,12.4,0.557648,1.22632,1.4267196,0.5262062000000001,1.3725024,1.0875286,135100000.0,313800000.0,9,4,24210000.0,8,3,72250000.0,5,4,-2,6,7,0.0,1.0,0.0,1,0.6,0.0,0.8,0.4,1539.9195922895306,1510.123243856452,29.796348433078492,1532.8232046232006,1536.8922534582598,-4.06904883505922
E0,2015-03-22,QPR,Everton,1.0,2.0,A,0.0,1.0,A,14.0,8.0,1.0,3.0,11.0,12.0,1.0,3.0,2.0,1.0,0.0,0.0,0,3,3,3,1,3,0.3,0.1,1.2,2.0,0.2,1.4,13.8,9.6,4.4,3.2,16.0,15.2,1.39318,0.839996,0.9073657999999998,1.6151358000000002,0.7621179999999999,1.299562,27100000.0,115400000.0,0,1,0.0,4,2,40160000.0,19,14,-9,8,7,0.0,1.0,0.0,1,0.2,0.4,0.0,0.6,1487.7274995111673,1474.0274856851813,13.700013825985934,1454.131605580811,1494.4504710874812,-40.318865506670136
E0,2015-03-22,Hull,Chelsea,2.0,3.0,A,2.0,2.0,D,19.0,8.0,8.0,3.0,14.0,11.0,6.0,6.0,0.0,2.0,0.0,0.0,0,3,2,10,10,10,0.3,0.5,0.2,1.2,2.4,1.4,8.2,14.2,2.6,5.4,15.2,11.4,1.32415,0.758601,0.6690064,1.1795364000000002,2.0504116,0.9476222,48900000.0,156650000.0,2,1,6750000.0,9,7,-34760000.0,15,1,-36,8,7,0.0,1.0,0.0,1,0.0,1.2,0.8,0.6,1487.3494251622228,1539.0831573987841,-51.73373223656131,1481.6809295803191,1554.6269661193523,-72.94603653903323
E0,2015-04-04,Arsenal,Liverpool,4.0,1.0,H,3.0,0.0,H,16.0,13.0,10.0,2.0,7.0,9.0,6.0,5.0,1.0,0.0,0.0,1.0,3,0,12,13,15,13,0.9,0.6,1.8,1.0,1.2,0.0,11.0,14.4,4.4,4.8,16.6,9.8,1.45672,1.21414,1.4658636,1.085393,1.4267196,0.5262062000000001,171750000.0,135100000.0,6,1,66730000.0,9,4,24210000.0,3,5,6,14,13,0.0,0.0,1.0,1,0.6,1.0,0.6,0.0,1559.7768164602153,1525.7268169568708,34.04999950334445,1540.667650796433,1526.884099830767,13.783550965666109
E0,2015-04-04,Chelsea,Stoke,2.0,1.0,H,1.0,1.0,D,19.0,7.0,10.0,2.0,5.0,22.0,9.0,0.0,1.0,6.0,0.0,0.0,3,0,12,7,9,7,0.7,0.4,2.8,1.6,0.8,1.2,14.4,9.4,5.8,3.2,13.4,9.4,3.28546,0.277288,2.0977742,1.1067612,0.5305364,0.926825,156650000.0,82500000.0,9,7,-34760000.0,0,0,0.0,1,10,25,13,14,1.0,0.0,0.0,1,1.0,0.6,0.6,0.4,1570.1707748399203,1493.7230962091505,76.44767863076981,1555.4071191231842,1494.5079359660826,60.89918315710156
E0,2015-04-04,Everton,Southampton,1.0,0.0,H,1.0,0.0,H,11.0,11.0,1.0,2.0,12.0,17.0,4.0,10.0,0.0,1.0,0.0,0.0,3,0,6,10,7,10,0.3,0.5,0.6,1.2,1.0,0.6,9.4,10.8,3.2,3.2,15.2,13.4,1.02048,0.533646,0.7385776,1.186834,0.992173,1.4723424,115400000.0,135000000.0,4,2,40160000.0,3,4,-100030000.0,13,6,-19,13,14,0.0,1.0,0.0,1,0.2,0.8,0.6,0.0,1514.8734564897813,1521.1799763079487,-6.306519818167317,1499.399336502216,1522.5678993887343,-23.168562886518203
E0,2015-04-04,Leicester,West Ham,2.0,1.0,H,1.0,1.0,D,20.0,14.0,7.0,7.0,12.0,10.0,7.0,6.0,0.0,3.0,0.0,0.0,3,0,1,3,4,3,0.1,0.1,1.4,2.6,0.6,1.6,10.0,8.2,3.2,2.8,15.8,21.4,3.43561,1.93553,1.2229834,2.260702,0.7852532,2.17753,45900000.0,83350000.0,0,0,0.0,4,0,27250000.0,20,9,-23,14,14,0.0,1.0,0.0,1,1.2,1.0,0.2,1.4,1484.5754505371278,1490.2560942326202,-5.680643695492336,1469.5993786985202,1502.30337064154,-32.70399194301967
E0,2015-04-04,Man United,Aston Villa,3.0,1.0,H,1.0,0.0,H,19.0,4.0,7.0,2.0,15.0,12.0,10.0,2.0,0.0,1.0,0.0,0.0,3,0,10,3,12,3,0.9,0.2,1.4,0.8,0.8,1.8,13.0,11.8,5.0,3.6,11.6,12.0,1.9836,0.311787,1.431314,0.9174182000000002,0.8039748,1.4228245999999998,313800000.0,76800000.0,8,3,72250000.0,0,1,0.0,4,16,31,13,14,0.0,0.0,1.0,1,1.0,0.6,0.0,1.0,1563.6612630600678,1461.5892909842605,102.07197207580725,1542.831358250694,1461.6700402684298,81.16131798226411
E0,2015-04-04,Swansea,Hull,3.0,1.0,H,2.0,0.0,H,9.0,10.0,4.0,1.0,11.0,14.0,4.0,7.0,1.0,5.0,0.0,1.0,3,0,9,2,5,2,0.4,0.1,1.0,1.0,0.2,1.2,8.6,8.2,3.4,2.6,14.2,15.2,1.49943,0.919329,0.9457225999999999,1.2217824,0.6690064,1.1795364000000002,45990000.0,48900000.0,3,2,-2550000.0,2,1,6750000.0,8,15,15,14,13,1.0,0.0,0.0,1,0.8,0.8,0.0,1.2,1518.0918042190444,1476.0124339984152,42.079370220629244,1502.8380739847005,1480.900776576487,21.937297408213453
E0,2015-04-04,West Brom,QPR,1.0,4.0,A,0.0,3.0,A,21.0,12.0,6.0,7.0,6.0,15.0,2.0,4.0,2.0,3.0,1.0,0.0,0,3,3,3,12,3,0.5,0.1,0.6,1.4,1.2,2.0,5.6,13.8,1.4,4.4,20.2,16.0,2.13361,1.20939,0.9077679999999999,2.0239415999999997,0.9073657999999998,1.6151358000000002,126250000.0,27100000.0,0,2,0.0,0,1,0.0,14,20,11,14,13,0.0,1.0,0.0,1,0.4,0.4,0.2,0.4,1505.1091673382455,1420.5357116504551,84.57345568779033,1481.3728773565217,1449.1827401660762,32.19013719044551
E0,2015-04-05,Burnley,Tottenham,0.0,0.0,D,0.0,0.0,D,15.0,12.0,4.0,2.0,9.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,1,1,1,6,7,6,0.4,0.6,0.4,2.0,1.6,1.8,12.0,11.0,3.2,4.2,14.6,15.6,1.51355,0.377376,1.0162479999999998,1.657266,1.3612838,1.791693,60300000.0,186700000.0,0,0,0.0,2,2,7550000.0,19,7,-28,15,15,0.0,1.0,0.0,1,0.2,0.6,0.8,1.0,1479.9473540165468,1509.9852743675842,-30.037920351037428,1467.4353834175804,1517.1203086538221,-49.684925236241725
E0,2015-04-05,Sunderland,Newcastle,1.0,0.0,H,1.0,0.0,H,16.0,10.0,4.0,1.0,14.0,18.0,8.0,4.0,5.0,2.0,0.0,0.0,3,0,2,4,4,4,0.1,0.2,0.6,1.4,0.8,2.2,6.6,9.6,2.8,3.2,20.2,12.0,0.829443,0.798234,0.6759554,1.6442294,0.46490220000000004,1.6773542,85600000.0,95750000.0,1,3,1900000.0,4,2,11900000.0,17,13,-9,15,15,1.0,0.0,0.0,1,0.2,1.0,0.4,1.2,1452.3248300148446,1466.037005829725,-13.712175814880538,1467.7095717482878,1477.776312445662,-10.066740697374144
E0,2015-04-06,Crystal Palace,Man City,2.0,1.0,H,1.0,0.0,H,5.0,22.0,3.0,4.0,11.0,11.0,4.0,13.0,2.0,1.0,0.0,0.0,3,0,12,5,7,5,0.3,0.5,1.8,1.0,1.4,1.2,11.6,14.2,3.4,4.2,17.6,10.4,1.32783,1.1129,0.9856668,1.491248,1.3873122000000002,0.683203,100250000.0,186650000.0,1,1,-1800000.0,3,1,17500000.0,12,4,-25,16,16,0.0,1.0,0.0,1,1.0,0.4,0.8,0.6,1483.849427122527,1540.8198734664068,-56.97044634387976,1499.8374750049807,1539.9882911792806,-40.15081617429996
E0,2015-04-07,Aston Villa,QPR,3.0,3.0,D,2.0,1.0,H,21.0,11.0,7.0,5.0,8.0,12.0,7.0,3.0,0.0,4.0,0.0,0.0,1,1,3,6,3,6,0.2,0.2,1.0,2.2,1.8,1.8,10.2,12.8,3.8,4.4,13.6,16.6,1.86698,1.43061,0.7451023999999999,1.3465006000000002,0.8101337999999998,1.6036058,76800000.0,27100000.0,0,1,0.0,0,1,0.0,17,19,3,3,3,0.0,1.0,0.0,1,0.2,1.4,0.4,0.6,1461.7507895525991,1438.6633817987772,23.087407753821935,1459.7080830786563,1458.2465752402372,1.4615078384190383
E0,2015-04-11,West Ham,Stoke,1.0,1.0,D,1.0,0.0,H,11.0,18.0,3.0,2.0,17.0,13.0,4.0,10.0,3.0,1.0,0.0,0.0,1,1,2,7,7,7,0.5,0.3,0.6,1.8,1.0,1.0,8.8,9.4,3.2,3.2,21.6,10.4,0.604708,0.587985,1.0261136,2.554766,0.506316,1.1301390000000002,83350000.0,82500000.0,4,0,27250000.0,0,0,0.0,9,10,0,7,7,0.0,0.0,1.0,1,0.2,1.4,0.6,0.4,1514.3506470504594,1489.790687377477,24.55995967298236,1498.798168161412,1492.541731550246,6.256436611166009
E0,2015-04-11,West Brom,Leicester,2.0,3.0,A,2.0,1.0,H,8.0,12.0,5.0,4.0,15.0,15.0,4.0,6.0,2.0,2.0,0.0,0.0,0,3,3,1,9,1,0.5,0.1,0.6,1.4,1.4,2.6,5.6,10.0,1.4,3.2,20.2,15.8,0.968439,1.6874,0.9077679999999999,2.0239415999999997,1.2229834,2.260702,126250000.0,45900000.0,0,2,0.0,0,0,0.0,14,20,11,7,7,1.0,0.0,0.0,1,0.4,0.4,1.2,1.0,1486.9814971899234,1454.6233068599126,32.35819033001076,1472.3090422823607,1473.104581178648,-0.7955388962873258
E0,2015-04-11,Tottenham,Aston Villa,0.0,1.0,A,0.0,1.0,A,14.0,10.0,3.0,3.0,11.0,12.0,9.0,6.0,3.0,2.0,0.0,1.0,0,3,7,3,13,3,0.7,0.2,1.4,1.4,1.0,2.2,11.6,10.2,3.6,3.8,14.4,13.6,0.621738,0.860976,1.2529233999999998,1.5224090000000001,0.7451023999999999,1.3465006000000002,186700000.0,76800000.0,2,2,7550000.0,0,1,0.0,6,16,25,6,4,1.0,0.0,0.0,1,0.6,0.6,0.2,1.4,1524.2553429400598,1457.6653766047132,66.58996633534662,1515.816332816286,1458.9962177840239,56.82011503226204
E0,2015-04-11,Burnley,Arsenal,0.0,1.0,A,0.0,1.0,A,8.0,17.0,4.0,5.0,15.0,7.0,1.0,6.0,2.0,0.0,0.0,0.0,0,3,1,12,5,12,0.3,0.6,0.4,2.0,1.8,1.0,12.0,11.0,3.2,4.4,14.6,16.6,0.65718,1.21096,1.0162479999999998,1.657266,1.4658636,1.085393,60300000.0,171750000.0,0,0,0.0,6,1,66730000.0,19,2,-37,6,7,0.0,1.0,0.0,1,0.2,0.6,0.6,1.0,1482.5553056916192,1521.558485132651,-39.00317944103176,1468.7393592551166,1548.0773215766055,-79.33796232148893
